camis,name,boro,building,street,zipcode,phone,cuisine
41636015,BOBWHITE COUNTER.,Manhattan,94,AVENUE C,10009,2122282972,Soul Food
50110727,TAQUERIA AL PASTOR,Brooklyn,128,WYCKOFF AVENUE,11237,7184567696,Mexican
50138450,CHAMPION PIZZA,Queens,2236A,31ST ST,11105,3476124739,Pizza
50105651,$1.50 FRESH PIZZA & HOT DOG,Manhattan,131,AVENUE A,10009,6464093489,Pizza
50040217,AFRICA KINE,Manhattan,2267,ADAM CLAYTON POWELL JR BOULEVARD,,2126669400,African
50084598,TABETOMO,Manhattan,131,AVENUE A,10009,9176369223,Japanese
50143698,MING WEI XUAN,Queens,4052,MAIN ST,11354,3476347856,Chinese
50050042,SUBWAY,Brooklyn,3102,AVENUE U,11229,7183681217,Sandwiches
50130040,ANKARA #3,Manhattan,181,EAST HOUSTON STREET,10002,2124731212,Turkish
41574650,TROPICAL JERK,Queens,21795,HEMPSTEAD AVENUE,11429,7187366500,Caribbean
50146853,CAFE LOUNGE,Brooklyn,210,KINGS HWY,11223,7182000632,Coffee/Tea
50103653,BEANSTALK CAFE,Queens,1333,JACKSON AVE,11101,6465259520,Sandwiches/Salads/Mixed Buffet
41688132,SWEETS BAR,Brooklyn,620,ATLANTIC AVENUE,11217,9176186310,Bottled Beverages
40387861,WESTWAY DINER,Manhattan,614,9 AVENUE,10036,2125827661,American
50125911,CHINA GOURMET,Queens,24515,FRANCIS LEWIS BLVD,11422,9173623698,Chinese
41344229,GRACE PIZZA,Queens,7005,MYRTLE AVENUE,11385,7184176018,Pizza
50129862,NEW GARDEN,Brooklyn,7120,13 AVENUE,11228,9173269382,Chinese
41668282,ROSEMARY'S,Manhattan,1820,GREENWICH AVENUE,,2126471818,Italian
50046281,CHINA DRAGON,Brooklyn,2182,CLARENDON ROAD,11226,7188569015,Chinese
50118176,YOZI,Brooklyn,5805,8 AVENUE,11220,7188668888,Chinese
41688146,FUKU,Brooklyn,620,ATLANTIC AVENUE,11217,9174174384,American
50137120,CHEVRE D'OR,Brooklyn,1917,AVENUE U,11229,7189348888,Middle Eastern
41317177,SOCCER TAVERN,Brooklyn,6004,8 AVENUE,11220,7184399336,Irish
41396554,NEW THRIVING RESTAURANT,Queens,12012,LIBERTY AVENUE,11419,7188358888,Chinese
50141338,SARAN ROM,Queens,8110,BROADWAY,11373,3478080545,Thai
50075543,FOO HING KITCHEN,Bronx,2706,3 AVENUE,10454,7186657593,Chinese
50144098,PETISCO BRAZUCA,Manhattan,100,PEARL STREET,10004,6314826603,Brazilian
50170993,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,Brooklyn,2505,EMMONS AVENUE,11235,7187694889,American
50000473,JUAN BAR,Queens,96-15D,ROOSEVELT AVENUE,11368,7184240999,Mexican
50132527,ASHOKA GRILL,Brooklyn,1436,FLATBUSH AVENUE,11210,3478498081,Indian
50139024,KIKU ASIAN BISTRO,Brooklyn,2,LINCOLN PLACE,11217,7186383366,Japanese
50128628,SWEET RICE,Queens,8021,MYRTLE AVE,11385,7183661976,Chinese
50115485,DRAGON KING RESTAURANT,Brooklyn,1078,NOSTRAND AVENUE,11225,6319035555,Chinese
41359575,VANILLA CAFE,Queens,8701,ROOSEVELT AVENUE,11372,7185070807,Latin American
50111463,Taco Mahal,Manhattan,653,9 AVENUE,10036,6464905782,Indian
50016457,ACADEMY CAFE,Queens,3029,COLLEGE POINT BLVD,11354,9173853856,American
50108576,COCOA BEAN JUICE AND SALAD BAR,Brooklyn,1510,NOSTRAND AVENUE,11226,9148434241,Caribbean
50107156,HUDSON TABLE,Brooklyn,88,WITHERS STREET,11211,5514271610,American
50104702,NOSTRAND INN,Brooklyn,1285,NOSTRAND AVENUE,11226,3473053086,American
50126220,HARLEM CAFE,Manhattan,2259,ADAM CLAYTON POWELL JR BOULEVARD,,3472329231,American
50150508,AUTHENTIC ECUADORIAN CUISINE,Queens,913,WYCKOFF AVENUE,11385,3472277193,Latin American
50105567,No.1 RESTAURANT,Queens,10614,NORTHERN BLVD,11368,7184781817,Chinese
40958354,DELMAR PIZZERIA,Brooklyn,1668,SHEEPSHEAD BAY ROAD,11235,7187697766,Pizza
50056980,FAZIO'S,Brooklyn,709,KNICKERBOCKER AVE,11221,3475293222,Pizza
40423403,LA DELICE PASTRY SHOP,Manhattan,372,3 AVENUE,10016,2125324409,Bakery Products/Desserts
50008955,YOPPARAI,Manhattan,49,CLINTON STREET,10002,2127777253,Japanese
50108893,LIFE CAFE,Manhattan,60,WEST 23 STREET,10010,2123818900,Other
41454419,JEUN JU KOREAN RESTAURANT,Queens,4011,150 STREET,11354,7189390434,Korean
50120682,NAYA,Manhattan,54,WEST 56 STREET,10019,2019235196,Mediterranean
50101559,GEORGIA RESTAURANT,Brooklyn,1926,BATH AVENUE,11214,7186848855,Eastern European
50137037,NAN XIANG EXPRESS,Brooklyn,167,GRAND STREET,11249,3477991078,Chinese
50044598,HOT DOG CONCESSION,Manhattan,4,PENN PLZ,10121,2124656273,Hotdogs/Pretzels
50116944,B & D HALAL FOOD,Manhattan,263,WEST 30 STREET,10001,2122687602,African
40837042,MALECON RESTAURANT,Bronx,55925594,BROADWAY,,7184325155,Latin American
50117962,EL RANCHERO,Queens,16020,46TH AVE,11358,7183218429,Mexican
50076227,WO HOP KITCHEN,Brooklyn,3150,FULTON STREET,11208,7182353081,Chinese
50009989,JUST SALAD,Manhattan,325,HUDSON ST,10013,3472235353,Salads
50083891,BEARD PAPA'S MIDTOWN,Manhattan,239,EAST 53 STREET,10022,7186834781,Coffee/Tea
50117415,SOULKOFA,Brooklyn,235,RALPH AVENUE,11233,9179662476,Vegan
50109923,23 GRAND,Manhattan,23,GRAND STREET,10013,2124652000,American
40865946,BLUE FIN,Manhattan,1567,BROADWAY,10036,2129181400,Seafood
50135815,Generations,Bronx,1225,JEROME AVE,10452,3478620309,Fusion
41600223,FLAVA II,Brooklyn,334,NEW LOTS AVENUE,11207,7186490016,Caribbean
50073091,EM VIETNAMESE,Brooklyn,1702,86 STREET,11214,7182323888,Southeast Asian
50040265,JERK PAN KUSINE,Queens,11302,SPRINGFIELD BLVD,11429,7184643555,Caribbean
50034573,TAQUERIA EL PATRON MEXICAN GRILL,Brooklyn,51,LINCOLN ROAD,11225,9178938733,Mexican
50095108,DUNKIN',Manhattan,58B,FULTON STREET,10038,2123232902,Coffee/Tea
50127351,KYURAMEN / TBAAR,Manhattan,2785,BROADWAY,10025,3477986479,Japanese
50087764,WIN HOU,Queens,8221,153RD AVE,11414,7188488436,Chinese
50000113,TU CACHAPA,Manhattan,4195,BROADWAY,10033,2125687575,Spanish
41623174,NEW CHAMPION WOK,Queens,1039,41 AVENUE,11101,7183615881,Chinese
50073108,AREPALICIOUS,Queens,13720,CROSSBAY BLVD,11417,7184806049,Spanish
50129944,TWO BROTHERS FISH & CHIPS,Brooklyn,896,BROADWAY,11206,7184898386,Caribbean
41022989,MULBERRY STREET BAR,Manhattan,176 1/2,MULBERRY STREET,10013,2122269345,Pizza
50135628,CROWN CHICKEN & PIZZA,Brooklyn,10309,GLENWOOD ROAD,11236,7184844897,Pizza
50122846,IPIZZANY,Manhattan,621,2 AVENUE,10016,6465967071,Pizza
40397574,DOMINICK'S BAR & RESTAURANT,Bronx,2335,ARTHUR AVENUE,10458,7187332807,Italian
50135594,GOOD HOPE,Brooklyn,711,FLATBUSH AVENUE,11225,3472406221,Caribbean
50109434,LOS PRIMOS,Bronx,698,ALLERTON AVENUE,10467,3474495680,Mexican
50081136,THE BUREN,Brooklyn,1223,BROADWAY,11221,7186843023,Coffee/Tea
50128581,NOODLE PUDDING,Brooklyn,38,HENRY STREET,11201,2014101296,Italian
50141699,FRESH PIZZA & DELI,Manhattan,876,6 AVENUE,10001,2127797498,Pizza
50156861,WONDER,Manhattan,5,WEST 125 STREET,10027,9293766772,Other
50075461,POPEYES,Manhattan,2300,ADAM CLAYTON POWELL JR BOULEVARD,,6463689765,Chicken
50158730,MAKI,Manhattan,3208,BROADWAY,10027,9172168812,Japanese
50065197,BAJEKO SEKUWA,Queens,4316,QUEENS BLVD,11104,3478088100,Asian/Asian Fusion
50160092,PASTASOLE,Manhattan,192,1 AVENUE,10009,9295034272,Italian
41519688,TOASTIES,Manhattan,148,WEST 49 STREET,10019,2123984900,American
50105373,CAFE DE OLLA,Queens,3807,BROADWAY,11103,3479329636,Mexican
50106365,MAYA'S SNACK BAR JACKSON HEIGHTS,Queens,9511,35TH AVE,11372,7183090455,Frozen Desserts
50064436,MR. FULTON,Brooklyn,156A,LAWRENCE STREET,11201,7185223950,American
50107403,WINGSTOP,Manhattan,4051,BROADWAY,10032,9089107567,Chicken
50063834,AVIATOR GRILL AT INTREPID,Manhattan,1,INTREPID SQ,,3472208442,American
50127492,FAMOUS 1 DOLLAR PIZZA,Manhattan,578A,9 AVENUE,10036,5513581106,Pizza
50139652,DOMINICAN FOOD,Staten Island,2180,FOREST AVENUE,10303,7184424616,Spanish
40949905,KA WAH BAKERY,Manhattan,9,ELDRIDGE STREET,10002,2122260133,Chinese
50033252,MARIO'S PIZZA,Brooklyn,940,MANHATTAN AVENUE,11222,7183492700,Pizza
50103023,SUSHI STAR,Manhattan,462,9 AVENUE,10018,2122791010,Japanese
50131346,ZHONG YUE RESTAURANT,Queens,8610,JUSTICE AVE,11373,9296885856,Chinese
50131738,XING FU TANG (EDGE building),Manhattan,20,HUDSON YARDS,10001,3322666887,Coffee/Tea
50044623,BAR,Manhattan,4,PENN PLZ,10121,2124656307,Other
50155845,MALAYSIA BEEF JERKY INC,Manhattan,59,MOTT STREET,10013,2129650796,Asian/Asian Fusion
50137300,BARK BARBECUE,Brooklyn,55,WATER STREET,11201,3478815799,Barbecue
50017406,LECHE Y MIEL RESTAURANT,Bronx,5761,BROADWAY,10463,7187085787,Latin American
50124448,GU XIANG WEI RESTAURANT,Queens,4247,MAIN ST,11355,9172871518,Chinese
40369641,JOHNNY'S REEF RESTAURANT,Bronx,2,CITY ISLAND AVENUE,10464,7188852086,Seafood
50164407,MONTE HOREB DELI & GROCERY,Brooklyn,7409,13 AVENUE,11228,3474920644,Latin American
50018288,OOTOYA,Manhattan,41,EAST 11 STREET,10003,2124734300,Japanese
50098773,MCDONALD'S,Brooklyn,606,NEPTUNE AVENUE,11224,7189961029,Hamburgers
50083864,DIM SUM PALACE,Manhattan,59,2 AVENUE,10003,6464768846,Chinese
50160793,ISTANBLUE KEBAB HOUSE,Brooklyn,1409,KINGS HIGHWAY,11229,9144000056,Mediterranean
50073545,PORTOFINO CAFE,Bronx,2008,WILLIAMSBRIDGE ROAD,10461,6462660713,Bottled Beverages
50140840,SAKE RESTAURANT,Brooklyn,2347,86 STREET,11214,7189966288,Japanese
50088490,EL TAMALITO,Bronx,531,EAST 138 STREET,10454,7189752146,Mexican
50128802,CHIPOTLE MEXICAN GRILL,Brooklyn,1190,FULTON STREET,11216,7189424838,Tex-Mex
50091227,OLE & STEEN,Manhattan,111,EAST 48 STREET,10017,9292091544,American
50000946,FRONT PAGE RESTAURANT,Bronx,4002,BRONXWOOD AVENUE,10466,9292223030,Caribbean
50074193,ESTRELLA BRONX RESTAURANT,Bronx,2051,WEBSTER AVENUE,10457,7183290166,Latin American
50135958,GOLD COFFEE,Manhattan,491,3 AVENUE,10016,9144338100,Coffee/Tea
50045763,FERRIS WHEEL YOGURT SMOOTHIES,Staten Island,8,FERRY TERMINAL DR,10301,7187203520,American
41149373,EMPIRE SZECHUAN KYOTO,Manhattan,193,COLUMBUS AVENUE,10023,2124968778,Chinese/Japanese
41177892,LAKE COMO PIZZA,Manhattan,2549,AMSTERDAM AVENUE,10033,2127400110,Jewish/Kosher
50077336,EL ENCANTO DE LOLA 2,Manhattan,175,LENOX AVENUE,10026,3472776419,Mexican
40513184,ACE BAR,Manhattan,531,EAST 5 STREET,10009,2129798476,American
50047927,MAKANA,Manhattan,2245,1 AVENUE,10029,2129963534,Hawaiian
40791157,LA PIAZZA PIZZERIA & RESTAURANT,Staten Island,1445,RICHMOND AVENUE,10314,7183700707,Pizza
50113413,FOOTPRINTS,Brooklyn,588,NOSTRAND AVENUE,11216,3473516364,Caribbean
50140170,IMASA NORI,Manhattan,243,WEST 54 STREET,10019,6465231766,Japanese
50069329,ROGERS,Queens,203,BEACH 116 STREET,11694,7186343263,American
50089236,BREUKLYN TEQUILA,Brooklyn,1177,BEDFORD AVENUE,11216,3473896389,Mexican
50087839,JOYFACE,Manhattan,104,AVENUE C,10009,2013102281,Bottled Beverages
50142490,ROYAL GARDEN TBILISH,Brooklyn,230,KINGS HIGHWAY,11223,3473315559,Eastern European
50153738,LA LECHONERA CRIOLLA RESTAURANT & SEAFOOD,Bronx,1439,EDWARD L GRANT HIGHWAY,10452,3478624699,Latin American
50107335,EL CANGREJAL RESTAURANT,Queens,10011,37TH AVE,11368,7186512425,Latin American
50112865,HAN BIN YUAN,Queens,3714,MAIN ST,11354,9292007078,Asian/Asian Fusion
41293756,STARLIGHT GRILL RESTAURANT & SWEETS,Queens,8002,ASTORIA BOULEVARD,11370,7185058800,Pakistani
50127633,BRISA MARINA RESTAURANT,Brooklyn,1450,MYRTLE AVENUE,11237,3477794994,Spanish
50152245,KENNEDY CHICKEN,Manhattan,85-87,PITT ST,10002,6463603732,Chicken
50065564,THE PUBLIC NEW YORK,Manhattan,215,CHRYSTIE STREET,10002,2127356000,American
50159802,JADE LOUNGE CORP,Bronx,102,EAST 183 STREET,10453,6467268906,Other
50055882,GARDENIA TERRACE,Manhattan,826,10 AVENUE,10019,2123340489,Mediterranean
50134796,GINJAN CAFE,Manhattan,85,EAST 125 STREET,10035,9292489696,Coffee/Tea
50136061,LA CREPARIS,Manhattan,800,WEST 187 STREET,10033,6466840185,French
41379215,POLLOS MARIO WOODHAVEN,Queens,6320,WOODHAVEN BOULEVARD,11374,7185652055,Latin American
40400453,CAFE EIGHTY TWO,Manhattan,2282,BROADWAY,10024,2128758373,American
41668500,SUNSHINE RESTAURANT,Queens,25509,HILLSIDE AVENUE,11004,7183432300,Indian
50072803,PANDA KITCHEN,Queens,14611,ROCKAWAY BLVD,11436,7183223446,Chinese
50001168,CHINA KING,Bronx,1213,EAST 233 STREET,10466,7189946809,Chinese
50153033,DAILY PROVISIONS,Manhattan,1381,MADISON AVENUE,10029,6467475353,American
41630064,"DUNKIN',' BASKIN ROBBINS",Queens,8347,PARSONS BOULEVARD,11432,7185269690,Donuts
50075450,NO.1 CALLE 191 PESCADERIA,Manhattan,1609,SAINT NICHOLAS AVENUE,10040,6462493074,Seafood
50007352,CHAMBERS,Manhattan,94,CHAMBERS STREET,10007,2125803572,American
50053225,TEMPLE COURT EVENTS KITCHEN,Manhattan,5,BEEKMAN STREET,10038,2127800880,New American
50134859,PLAYA BOWLS,Manhattan,1350,BROADWAY,10018,9144627137,"Juice, Smoothies, Fruit Salads"
50089916,BAGEL NEST,Brooklyn,1237,FULTON STREET,11216,7188727545,American
50049766,SCHILLING,Manhattan,109,WASHINGTON STREET,10006,2124061200,German
50136410,$1.50 FRESH PIZZA,Manhattan,1723,BROADWAY,10019,7189125126,Pizza
50158026,ST KILDA COFFEE,Manhattan,374,WEST 46 STREET,10036,3472605056,Coffee/Tea
50125080,NAIJA BAR & GRILL,Staten Island,1144,HYLAN BOULEVARD,10305,9173923212,African
50097138,IHOP,Bronx,5645,BROADWAY,10463,7186547186,Pancakes/Waffles
50110163,MOGE TEE,Queens,7015,AUSTIN ST,11375,3474718511,Coffee/Tea
50102671,GRAND SEAPORT BUFFET,Brooklyn,2027,EMMONS AVENUE,11235,9179167378,Chinese
50060415,JOE & THE JUICE,Manhattan,67,SPRING STREET,10012,9175665727,Coffee/Tea
50124121,PATIS,Manhattan,676,AMSTERDAM AVENUE,10025,6464498730,Jewish/Kosher
50101595,ROBERTO'S GOURMET KITCHEN,Staten Island,2048,VICTORY BOULEVARD,10314,7185247530,Italian
50105379,LE PAIN QUOTIDIEN,Manhattan,1399,MADISON AVENUE,10029,6466633149,Coffee/Tea
50114016,BALLER CHILL SPOT,Brooklyn,3202,CHURCH AVENUE,11226,3476273159,American
40394761,E & L BAKERY & COFFEE SHOP,Bronx,4202,WHITE PLAINS ROAD,10466,7183248152,Bakery Products/Desserts
50122796,DILBAR INDIAN CUISINE,Queens,24808,UNION TPKE,11426,6465002057,Indian
50131124,ROKSTAR CHICKEN,Manhattan,201,EAST 125 STREET,10035,9178928859,Korean
50069194,El Chalaco,Queens,11017,JAMAICA AVE,11418,7184410131,Peruvian
50161136,LAS BANDERAS MEXICAN GRILL,Brooklyn,1641,MCDONALD AVENUE,11230,7183762364,Mexican
41654555,NEW KING WOK RESTAURANT,Manhattan,2025,7 AVENUE,10027,2122222868,Chinese
50124939,GANDA SUSHI,Queens,8008,SURREY PL,11432,6467061421,Korean
41490282,LE PARISIEN,Manhattan,163,EAST 33 STREET,10016,2128895489,French
50130412,PLUG & UGLIES,Manhattan,1495,1 AVENUE,10075,9175750469,American
50102329,MELTING POT CUISINE,Brooklyn,685,BROADWAY,11206,3478449004,Caribbean
50083250,THE GOAT,Queens,4317,QUEENS BLVD,11104,7187299900,American
50119795,M LOUNGE RESTAURANT,Bronx,2362,JEROME AVENUE,10468,3473408973,Latin American
50171293,OUR FAMILY CAFE,Brooklyn,4604,3 AVENUE,11220,7187883850,Latin American
50138853,TACOS EL COYOTE RESTAURANT,Bronx,1320A,JEROME AVENUE,10452,6467026692,Mexican
50138270,MEEM SPICY GROCERY AND DELI,Manhattan,160,EAST 28 STREET,10016,6462179551,Bangladeshi
50145249,GONG FU XIAO LONG BAO,Brooklyn,6020,8 AVENUE,11220,9172887588,Chinese
50088652,THE OLIVE GARDEN ITALIAN RESTAURANT,Brooklyn,1684,SHORE PARKWAY,11214,7182651019,Italian
50162047,TORTILLERIA GUADALUPE & TAQUERIA,Brooklyn,5605,5 AVENUE,11220,3473557336,Mexican
50056450,K & V BAKERY,Brooklyn,1405,AVENUE U,11229,7186270986,Bakery Products/Desserts
50105213,FITRITION,Queens,2803,ASTORIA BLVD,11102,6462830401,"Juice, Smoothies, Fruit Salads"
40986218,GREEN SYMPHONY,Manhattan,255,WEST 43 STREET,10036,2123914747,American
50129516,79 AMIGO BAR,Queens,7916,ROOSEVELT AVE,11372,8435353333,Latin American
50125014,NENES TAQUERIA,Brooklyn,660,DEGRAW STREET,11217,3478815073,Latin American
50006350,NEW GYRO KING,Staten Island,1267,FOREST AVENUE,10302,7185247875,Mediterranean
50009411,DELICIAS CALENAS #4,Queens,9418,SUTPHIN BLVD,11435,7182062262,Spanish
50112918,SOFRITO AL PUNTO RESTAURANT,Brooklyn,6420,17 AVENUE,11204,7186214000,Spanish
50116972,TAVERNA KYCLADES,Queens,3601,DITMARS BLVD,11105,7185458666,Greek
41718493,ON TRACK BAR (O.T.B.),Brooklyn,141,BROADWAY,11211,2014868830,American
50123613,ANDO PATISSERIE,Manhattan,214,EAST 10 STREET,10003,9172620311,Bakery Products/Desserts
50085121,KABABISH,Queens,7064,BROADWAY,11372,7185655131,Pakistani
50114363,DK PUBLIC,Queens,3840,29TH ST,11101,7182197010,American
50130469,LITTLE SOUP DUMPLING,Queens,25220,NORTHERN BLVD,11362,7182251178,Chinese
50132764,BLAZIN CHICKEN & GYRO,Bronx,16,EAST 167 STREET,10452,3474312773,Chicken
50163731,ISOHAMA,Manhattan,1666,3 AVENUE,10128,2128280099,Japanese
